ID,title,abstract,pages,doi,link
e3acbca01b107b43b04f73499fbce2eeadc5970a,Neutrosophic Graphs: A New Dimension to Graph Theory,"In this book authors for the first time have made a through study of neutrosophic graphs. This study reveals that these neutrosophic graphs give a new dimension to graph theory. The important feature of this book is it contains over 200 neutrosophic graphs to provide better understanding of this concepts. Further these graphs happen to behave in a unique way inmost cases, for even the edge colouring problem is different from the classical one. Several directions and dimensions in graph theory are obtained from this study.",79-117,10.5281/ZENODO.31820,http://www.reeves.org/about.htm
9699f9186a38107ff5dfaae9d44dd1796cbe7ac7,Water Network Sectorization Based on Graph Theory and Energy Performance Indices,"AbstractThis paper proposes a new methodology for the optimal design of water network sectorization, which is an essential technique for improving the management and security of multiple-source water supply systems. In particular, the network sectorization problem under consideration concerns the definition of isolated district meter areas, each of which is supplied by its own source (or sources) and is completely disconnected from the rest of the water system through boundary valves or permanent pipe sectioning. The proposed methodology uses graph theory principles and a heuristic procedure based on minimizing the amount of dissipated power in the water network. The procedure has been tested on two existing water distribution networks (WDNs) (in Parete, Italy and San Luis Rio Colorado, Mexico) using different performance indices. The simulation results, which confirmed the effectiveness of the proposed methodology, surpass empirical trial-and-error approaches and offer water utilities a tool for the desi...",620-629,10.1061/(ASCE)WR.1943-5452.0000364,http://www.thompson.com/tag/tag/list/home/
b255694c69768b03bf854a72f3b0520befb0c509,The Fascinating World of Graph Theory,"The fascinating world of graph theory goes back several centuries and revolves around the study of graphsmathematical structures showing relations between objects. With applications in biology, computer science, transportation science, and other areas, graph theory encompasses some of the most beautiful formulas in mathematicsand some of its most famous problems. For example, what is the shortest route for a traveling salesman seeking to visit a number of cities in one trip? What is the least number of colors needed to fill in any map so that neighboring regions are always colored differently? Requiring readers to have a math background only up to high school algebra, this book explores the questions and puzzles that have been studied, and often solved, through graph theory. In doing so, the book looks at graph theorys development and the vibrant individuals responsible for the fields growth. Introducing graph theorys fundamental concepts, the authors explore a diverse plethora of classic problems such as the Lights Out Puzzle, the Minimum Spanning Tree Problem, the Knigsberg Bridge Problem, the Chinese Postman Problem, a Knights Tour, and the Road Coloring Problem. They present every type of graph imaginable, such as bipartite graphs, Eulerian graphs, the Petersen graph, and trees. Each chapter contains math exercises and problems for readers to savor. An eye-opening journey into the world of graphs, this book offers exciting problem-solving possibilities for mathematics and beyond.",16-141,10.5860/choice.190184,http://hamilton.com/categories/categories/posts/category.php
5b2d23a567b117ffe32dad3907a473e328127ff2,Modern Graph Theory,,"I-XIII, 1-394",10.1007/978-1-4612-0619-4,https://robinson.org/posts/register/
89ce4cf020e64bb4c7820b550ed9895525d31872,Functional connectivity and graph theory in preclinical Alzheimer's disease,,757-768,10.1016/j.neurobiolaging.2013.10.081,https://bailey.com/
0c2cab97a9ea7cc7f31801d21a19aec82fc9a28c,An Introduction To The Theory Of Graph Spectra,"an introduction to the theory of graph spectra is available in our book collection an online access to it is set as public so you can download it instantly. Our digital library hosts in multiple countries, allowing you to get the most less latency time to download any of our books like this one. Merely said, the an introduction to the theory of graph spectra is universally compatible with any devices to read.",84-123,10.5860/choice.48-0921,http://www.warner.org/register/
b19fd39320634d3421191e0614b32f809d8b0866,A Survey on some Applications of Graph Theory in Cryptography,"Abstract Graph theory is rapidly moving into the main stream of research because of its applications in diverse fields such as biochemistry (genomics), coding theory, communication networks and their security etc. In particular researchers are exploring the concepts of graph theory that can be used in different areas of Cryptography. In this paper a review of the works carried out in the field of Cryptography which use the concepts of Graph Theory, is given. Some of the Cryptographic Algorithms based on general graph theory concepts, Extremal Graph Theory and Expander Graphs are analyzed.",209 - 217,10.1080/09720529.2013.878819,https://www.owen-miller.biz/blog/faq.htm
73be8ad32db73d4f4f50c5dd96d71bdfb02ea9bb,Algorithmic graph theory and perfect graphs,,207-208,10.1007/BF00390110,https://randall.com/categories/about.html
ca73d88c497fb354a3a1f59fd2a3ca2bfbb7358c,Extremal Graph Theory,3 Third Lecture 11 3.1 Applications of the Zarankiewicz Problem . . . . . . . . . . . . . . . . . . . . . . . . . . . 11 3.2 The Turán Problem for Trees . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 3.3 The Girth Problem and Moore’s Bound . . . . . . . . . . . . . . . . . . . . . . . . . . . . 14 3.4 Application of Moore’s Bound to Graph Spanners . . . . . . . . . . . . . . . . . . . . . . . 14,75-102,10.1201/9781439863879-10,http://www.campbell-howell.net/main/category/main/
3278d34e0eb3d58d36cc2300a4396664a6c950e5,Chemical Graph Theory,This chapter on chemical graph theory forms part of the natural science and processes section of the handbook,1538-1558,10.1201/B16132-66,https://becker-steele.com/index/
9455977ce159fdc496cda7128ec35e03615baf43,Graph theory in the geosciences,,147-160,10.1016/J.EARSCIREV.2015.02.002,https://lopez-wilkerson.org/app/about/
3bf89f38b238dd2d4ca4870e6b1fb28dbd136c84,"Handbook of Graph Theory, Second Edition","In the ten years since the publication of the best-selling first edition, more than 1,000 graph theory papers have been published each year. Reflecting these advances, Handbook of Graph Theory, Second Edition provides comprehensive coverage of the main topics in pure and applied graph theory. This second editionover 400 pages longer than its predecessorincorporates 14 new sections. Each chapter includes lists of essential definitions and facts, accompanied by examples, tables, remarks, and, in some cases, conjectures and open problems. A bibliography at the end of each chapter provides an extensive guide to the research literature and pointers to monographs. In addition, a glossary is included in each chapter as well as at the end of each section. This edition also contains notes regarding terminology and notation. With 34 new contributors, this handbook is the most comprehensive single-source guide to graph theory. It emphasizes quick accessibility to topics for non-experts and enables easy cross-referencing among chapters.",100-146,10.1201/B16132,http://www.copeland-mcfarland.info/categories/blog/login/
